Candidate_ID,Category,Similarity_Score,Skill_Match_Score,Matched_Skills,Missing_Skills,Final_Score
23666211,INFORMATION-TECHNOLOGY,1.748302650264664,0.0,0,9,0.6993210601058656
15802627,INFORMATION-TECHNOLOGY,1.7396492675005049,0.0,0,9,0.6958597070002019
19850482,INFORMATION-TECHNOLOGY,1.6485968872814762,0.0,0,9,0.6594387549125905
12045067,INFORMATION-TECHNOLOGY,1.4480539904851428,0.0,0,9,0.5792215961940571
21283365,INFORMATION-TECHNOLOGY,1.4129223302755405,0.0,0,9,0.5651689321102162
24913648,INFORMATION-TECHNOLOGY,1.3474272668621154,0.0,0,9,0.5389709067448462
25905275,INFORMATION-TECHNOLOGY,1.2374544501321316,0.0,0,9,0.49498178005285265
28672970,INFORMATION-TECHNOLOGY,1.198665579437305,0.0,0,9,0.479466231774922
91121135,INFORMATION-TECHNOLOGY,1.1840833781764648,0.0,0,9,0.4736333512705859
48037995,INFORMATION-TECHNOLOGY,1.0661094587676836,0.0,0,9,0.42644378350707346
16899268,INFORMATION-TECHNOLOGY,1.040479869970622,0.0,0,9,0.41619194798824877
51363762,INFORMATION-TECHNOLOGY,0.9274912307402742,0.0,0,9,0.3709964922961097
39718499,INFORMATION-TECHNOLOGY,0.8804854930576068,0.0,0,9,0.35219419722304274
23527321,INFORMATION-TECHNOLOGY,0.8258262715336626,0.0,0,9,0.3303305086134651
17641670,INFORMATION-TECHNOLOGY,0.7969257601508623,0.0,0,9,0.3187703040603449
92069209,INFORMATION-TECHNOLOGY,0.7727830403423332,0.0,0,9,0.3091132161369333
13477922,INFORMATION-TECHNOLOGY,0.7655017214036903,0.0,0,9,0.30620068856147614
15791766,INFORMATION-TECHNOLOGY,0.6623886767197209,0.0,0,9,0.2649554706878884
25857360,INFORMATION-TECHNOLOGY,0.6389648754620869,0.0,0,9,0.25558595018483476
24083609,INFORMATION-TECHNOLOGY,0.6294395862201503,0.0,0,9,0.2517758344880601
24230851,INFORMATION-TECHNOLOGY,0.6274703831823462,0.0,0,9,0.2509881532729385
15297298,INFORMATION-TECHNOLOGY,0.5489437285676589,0.0,0,9,0.2195774914270636
26768723,INFORMATION-TECHNOLOGY,0.5460272791952224,0.0,0,9,0.218410911678089
81761658,INFORMATION-TECHNOLOGY,0.5455391900293812,0.0,0,9,0.2182156760117525
33241454,INFORMATION-TECHNOLOGY,0.5449301347500497,0.0,0,9,0.2179720539000199
28697203,INFORMATION-TECHNOLOGY,0.49578763093837236,0.0,0,9,0.19831505237534897
21780877,INFORMATION-TECHNOLOGY,0.4650589585833843,0.0,0,9,0.18602358343335373
24889109,INFORMATION-TECHNOLOGY,0.4292544916729427,0.0,0,9,0.1717017966691771
27058381,INFORMATION-TECHNOLOGY,0.4286381897474064,0.0,0,9,0.1714552758989626
17681064,INFORMATION-TECHNOLOGY,0.408464637301266,0.0,0,9,0.1633858549205064
16533554,INFORMATION-TECHNOLOGY,0.36056122478778063,0.0,0,9,0.14422448991511225
40018190,INFORMATION-TECHNOLOGY,0.35908418614311355,0.0,0,9,0.14363367445724542
25207620,INFORMATION-TECHNOLOGY,0.35271341540882684,0.0,0,9,0.14108536616353073
17987433,INFORMATION-TECHNOLOGY,0.32481308102560774,0.0,0,9,0.1299252324102431
35325329,INFORMATION-TECHNOLOGY,0.31232723701201515,0.0,0,9,0.12493089480480607
12334140,INFORMATION-TECHNOLOGY,0.3025782344162065,0.0,0,9,0.12103129376648261
10839851,INFORMATION-TECHNOLOGY,0.2548369475641353,0.0,0,9,0.10193477902565412
19201175,INFORMATION-TECHNOLOGY,0.2446873181160481,0.0,0,9,0.09787492724641925
38753827,INFORMATION-TECHNOLOGY,0.19785309684634458,0.0,0,9,0.07914123873853784
52246737,INFORMATION-TECHNOLOGY,0.18096834561516556,0.0,0,9,0.07238733824606623
